fixed;mrph;fName;id;ref;PoS;cls;gD;lm;std;tx;tofix
cls;prc.prs.act.g.pl.m.;Bibelstellen;LK_2;Lukas 2.13;vb.;a;sprechen;глаголати;глаго́лѭщь;глѭшть ;
gD;prc.prs.act.g.pl.m.;Bibelstellen;LK_2;Lukas 2.13;vb.;a;sprechen;глаголати;глаго́лѭщь;глѭшть ;
mrph;n.sg.;Bibelstellen;LK_2;Lukas 2.14;sf.;;Ehre;слава;сла́ва;сла;
PoS;n.sg.;Bibelstellen;LK_2;Lukas 2.14;sf.;;Ehre;слава;сла́ва;сла;
cls;n.sg.;Bibelstellen;LK_2;Lukas 2.14;sf.;a;Ehre;слава;сла́ва;сла;
gD;n.sg.;Bibelstellen;LK_2;Lukas 2.14;sf.;a;Ehre;слава;сла́ва;сла;
mrph;$;Bibelstellen;LK_2;Lukas 2.14;prp.;;in;въ;въ;въ;
PoS;$;Bibelstellen;LK_2;Lukas 2.14;prp.;;in;въ;въ;въ;
cls;$;Bibelstellen;LK_2;Lukas 2.14;prp.;$;in;въ;въ;въ;
gD;$;Bibelstellen;LK_2;Lukas 2.14;prp.;$;in;въ;въ;въ;
mrph;l.pl.m.em.;Bibelstellen;LK_2;Lukas 2.14;adj.;;hoch;вꙑшьнь;вꙑ́шьниихъ;вꙑшніих;
;l.pl.m.em.;Bibelstellen;LK_2;Lukas 2.14;adj.;;hoch;вꙑшьнь;вꙑ́шьниихъ;вꙑшніих;PoS
;l.pl.m.em.;Bibelstellen;LK_2;Lukas 2.14;adj.;;hoch;вꙑшьнь;вꙑ́шьниихъ;вꙑшніих;cls
;l.pl.m.em.;Bibelstellen;LK_2;Lukas 2.14;adj.;;hoch;вꙑшьнь;вꙑ́шьниихъ;вꙑшніих;gD
;d.sg.;Bibelstellen;LK_2;Lukas 2.14;sm.;;Gott;богъ;бо́гоу;боу,;std
mrph;d.sg.;Bibelstellen;LK_2;Lukas 2.14;sm.;;Gott;богъ;бо́гоу;боу,;
PoS;d.sg.;Bibelstellen;LK_2;Lukas 2.14;sm.;;Gott;богъ;бо́гоу;боу,;
cls;d.sg.;Bibelstellen;LK_2;Lukas 2.14;sm.;c;Gott;богъ;бо́гоу;боу,;
gD;d.sg.;Bibelstellen;LK_2;Lukas 2.14;sm.;c;Gott;богъ;бо́гоу;боу,;
;$;Bibelstellen;LK_2;Lukas 2.14;cnj.;;und;и;и;и;mrph
PoS;$;Bibelstellen;LK_2;Lukas 2.14;prn.;;und;и;и;и;
cls;$;Bibelstellen;LK_2;Lukas 2.14;prn.;$;und;и;и;и;
;$;Bibelstellen;LK_2;Lukas 2.14;prn.;$;und;и;и;и;gD
mrph;$;Bibelstellen;LK_2;Lukas 2.14;prp.;;auf;на;на;на;
PoS;$;Bibelstellen;LK_2;Lukas 2.14;prp.;;auf;на;на;на;
cls;$;Bibelstellen;LK_2;Lukas 2.14;prp.;$;auf;на;на;на;
gD;$;Bibelstellen;LK_2;Lukas 2.14;prp.;$;auf;на;на;на;
lm;l.sg.;Bibelstellen;LK_2;Lukas 2.14;sf.;;Erde;земл҄ꙗ;земли́;земи;
PoS;l.sg.;Bibelstellen;LK_2;Lukas 2.14;sf.;;Erde;земл҄ꙗ;земли́;земи;
cls;l.sg.;Bibelstellen;LK_2;Lukas 2.14;sf.;c;Erde;земл҄ꙗ;земли́;земи;
gD;l.sg.;Bibelstellen;LK_2;Lukas 2.14;sf.;c;Erde;земл҄ꙗ;земли́;земи;
std;n.sg.;Bibelstellen;LK_2;Lukas 2.14;sm.;;Friede;миръ ;ми́ръ;миръ ;
lm;n.sg.;Bibelstellen;LK_2;Lukas 2.14;sm.;;Friede;миръ;ми́ръ;миръ ;
PoS;n.sg.;Bibelstellen;LK_2;Lukas 2.14;sm.;;Friede;миръ;ми́ръ;миръ ;
cls;n.sg.;Bibelstellen;LK_2;Lukas 2.14;sm.;c;Friede;миръ;ми́ръ;миръ ;
mrph;$;Bibelstellen;LK_2;Lukas 2.14;prp.;;in;въ;въ;въ;
PoS;$;Bibelstellen;LK_2;Lukas 2.14;prp.;;in;въ;въ;въ;
cls;$;Bibelstellen;LK_2;Lukas 2.14;prp.;$;in;въ;въ;въ;
gD;$;Bibelstellen;LK_2;Lukas 2.14;prp.;$;in;въ;въ;въ;
mrph;l.pl.;Bibelstellen;LK_2;Lukas 2.14;sm.;;Mensch;чьловѣкъ;чьловѣ́цѣхъ;члцѣхъ;
PoS;l.pl.;Bibelstellen;LK_2;Lukas 2.14;sm.;;Mensch;чьловѣкъ;чьловѣ́цѣхъ;члцѣхъ;
cls;l.pl.;Bibelstellen;LK_2;Lukas 2.14;sm.;a;Mensch;чьловѣкъ;чьловѣ́цѣхъ;члцѣхъ;
gD;l.pl.;Bibelstellen;LK_2;Lukas 2.14;sm.;a;Mensch;чьловѣкъ;чьловѣ́цѣхъ;члцѣхъ;
;$;Bibelstellen;LK_2;Lukas 2.14;adv.;;gut;благо;бла́го;+влаговоление, ;std
mrph;$;Bibelstellen;LK_2;Lukas 2.14;adv.;;gut;благо;бла́го;+влаговоление, ;
PoS;$;Bibelstellen;LK_2;Lukas 2.14;adv.;;gut;благо;бла́го;+влаговоление, ;
cls;$;Bibelstellen;LK_2;Lukas 2.14;adv.;$;gut;благо;бла́го;+влаговоление, ;
gD;$;Bibelstellen;LK_2;Lukas 2.14;adv.;$;gut;благо;бла́го;+влаговоление, ;
;n.sg.;Bibelstellen;LK_2;Lukas 2.14;sn.;;Wollen;волениѥ ;воле́ниѥ ;влаговоление, ;std
mrph;n.sg.;Bibelstellen;LK_2;Lukas 2.14;sn.;;Wollen;волениѥ ;воле́ниѥ ;влаговоление, ;
lm;n.sg.;Bibelstellen;LK_2;Lukas 2.14;sn.;;Wollen;волениѥ;воле́ниѥ ;влаговоление, ;
PoS;n.sg.;Bibelstellen;LK_2;Lukas 2.14;sn.;;Wollen;волениѥ;воле́ниѥ ;влаговоление, ;
cls;n.sg.;Bibelstellen;LK_2;Lukas 2.14;sn.;a;Wollen;волениѥ;воле́ниѥ ;влаговоление, ;
gD;n.sg.;Bibelstellen;LK_2;Lukas 2.14;sn.;a;Wollen;волениѥ;воле́ниѥ ;влаговоление, ;
;$;Bibelstellen;LK_2;Lukas 2.15;cnj.;;und;и;и;и;mrph
PoS;$;Bibelstellen;LK_2;Lukas 2.15;prn.;;und;и;и;и;
cls;$;Bibelstellen;LK_2;Lukas 2.15;prn.;$;und;и;и;и;
;$;Bibelstellen;LK_2;Lukas 2.15;prn.;$;und;и;и;и;gD
PoS;3.sg.aor.;Bibelstellen;LK_2;Lukas 2.15;vb.im.;;sein;бꙑти;бꙑ́стъ;бꙑстъ;
cls;3.sg.aor.;Bibelstellen;LK_2;Lukas 2.15;vb.im.;a;sein;бꙑти;бꙑ́стъ;бꙑстъ;
gD;3.sg.aor.;Bibelstellen;LK_2;Lukas 2.15;vb.im.;a;sein;бꙑти;бꙑ́стъ;бꙑстъ;
mrph;$;Bibelstellen;LK_2;Lukas 2.15;adv.;;wie;ꙗко;ꙗ́ко;ѣко;
PoS;$;Bibelstellen;LK_2;Lukas 2.15;adv.;;wie;ꙗко;ꙗ́ко;ѣко;
cls;$;Bibelstellen;LK_2;Lukas 2.15;adv.;$;wie;ꙗко;ꙗ́ко;ѣко;
;3.pl.aor.;Bibelstellen;LK_2;Lukas 2.15;vb.;;weggehen;отити;оти́дѫ;отідѫ;mrph
;3.pl.aor.;Bibelstellen;LK_2;Lukas 2.15;vb.;;weggehen;отити;оти́дѫ;отідѫ;lm
PoS;3.pl.aor.;Bibelstellen;LK_2;Lukas 2.15;vb.;;weggehen;отити;оти́дѫ;отідѫ;
;3.pl.aor.;Bibelstellen;LK_2;Lukas 2.15;vb.;;weggehen;отити;оти́дѫ;отідѫ;cls
gD;3.pl.aor.;Bibelstellen;LK_2;Lukas 2.15;vb.;;weggehen;отити;оти́дѫ;отідѫ;
mrph;$;Bibelstellen;LK_2;Lukas 2.15;prp.;;von;отъ;отъ;оть;
PoS;$;Bibelstellen;LK_2;Lukas 2.15;prp.;;von;отъ;отъ;оть;
cls;$;Bibelstellen;LK_2;Lukas 2.15;prp.;$;von;отъ;отъ;оть;
gD;$;Bibelstellen;LK_2;Lukas 2.15;prp.;$;von;отъ;отъ;оть;
std;l.pl.m.;Bibelstellen;LK_2;Lukas 2.15;prn.;;er,sie,es;и;н҄и́хъ;ніхъ;
PoS;l.pl.m.;Bibelstellen;LK_2;Lukas 2.15;prn.;;er,sie,es;и;н҄и́хъ;ніхъ;
cls;l.pl.m.;Bibelstellen;LK_2;Lukas 2.15;prn.;$;er,sie,es;и;н҄и́хъ;ніхъ;
mrph;n.pl.;Bibelstellen;LK_2;Lukas 2.15;sm.;;Engel;анђелъ;а́нђели;анђлі;
PoS;n.pl.;Bibelstellen;LK_2;Lukas 2.15;sm.;;Engel;анђелъ;а́нђели;анђлі;
;n.pl.;Bibelstellen;LK_2;Lukas 2.15;sm.;;Engel;анђелъ;а́нђели;анђлі;cls
gD;n.pl.;Bibelstellen;LK_2;Lukas 2.15;sm.;;Engel;анђелъ;а́нђели;анђлі;
mrph;$;Bibelstellen;LK_2;Lukas 2.15;prp.;;auf;на;на;на;
PoS;$;Bibelstellen;LK_2;Lukas 2.15;prp.;;auf;на;на;на;
cls;$;Bibelstellen;LK_2;Lukas 2.15;prp.;$;auf;на;на;на;
gD;$;Bibelstellen;LK_2;Lukas 2.15;prp.;$;auf;на;на;на;
;a.sg.;Bibelstellen;LK_2;Lukas 2.15;sn.;;Himmel;небо ;не́бо ;н҃бо, ;std
mrph;a.sg.;Bibelstellen;LK_2;Lukas 2.15;sn.;;Himmel;небо ;не́бо ;н҃бо, ;
lm;a.sg.;Bibelstellen;LK_2;Lukas 2.15;sn.;;Himmel;небо;не́бо ;н҃бо, ;
PoS;a.sg.;Bibelstellen;LK_2;Lukas 2.15;sn.;;Himmel;небо;не́бо ;н҃бо, ;
cls;a.sg.;Bibelstellen;LK_2;Lukas 2.15;sn.;c;Himmel;небо;не́бо ;н҃бо, ;
gD;a.sg.;Bibelstellen;LK_2;Lukas 2.15;sn.;c;Himmel;небо;не́бо ;н҃бо, ;
;$;Bibelstellen;LK_2;Lukas 2.15;cnj.;;und;и;и;и;mrph
PoS;$;Bibelstellen;LK_2;Lukas 2.15;prn.;;und;и;и;и;
cls;$;Bibelstellen;LK_2;Lukas 2.15;prn.;$;und;и;и;и;
;$;Bibelstellen;LK_2;Lukas 2.15;prn.;$;und;и;и;и;gD
mrph;n.pl.;Bibelstellen;LK_2;Lukas 2.15;sm.;;Mensch;чьловѣкъ;чьловѣ́ци;чци;
PoS;n.pl.;Bibelstellen;LK_2;Lukas 2.15;sm.;;Mensch;чьловѣкъ;чьловѣ́ци;чци;
cls;n.pl.;Bibelstellen;LK_2;Lukas 2.15;sm.;a;Mensch;чьловѣкъ;чьловѣ́ци;чци;
gD;n.pl.;Bibelstellen;LK_2;Lukas 2.15;sm.;a;Mensch;чьловѣкъ;чьловѣ́ци;чци;
mrph;n.pl.;Bibelstellen;LK_2;Lukas 2.15;sm.;;Schäfer;пастꙑрь;па́стꙑри;пастъирі;
PoS;n.pl.;Bibelstellen;LK_2;Lukas 2.15;sm.;;Schäfer;пастꙑрь;па́стꙑри;пастъирі;
;n.pl.;Bibelstellen;LK_2;Lukas 2.15;sm.;;Schäfer;пастꙑрь;па́стꙑри;пастъирі;cls
gD;n.pl.;Bibelstellen;LK_2;Lukas 2.15;sm.;;Schäfer;пастꙑрь;па́стꙑри;пастъирі;
mrph;3.pl.aor.;Bibelstellen;LK_2;Lukas 2.15;vb.;;reden;рещи;рѣ́шѧ;рѣшѧ;
PoS;3.pl.aor.;Bibelstellen;LK_2;Lukas 2.15;vb.pf.;;reden;рещи;рѣ́шѧ;рѣшѧ;
cls;3.pl.aor.;Bibelstellen;LK_2;Lukas 2.15;vb.pf.;c;reden;рещи;рѣ́шѧ;рѣшѧ;
gD;3.pl.aor.;Bibelstellen;LK_2;Lukas 2.15;vb.pf.;c;reden;рещи;рѣ́шѧ;рѣшѧ;
mrph;n.sg.;Bibelstellen;LK_2;Lukas 2.15;prn.;;ein_jeder;дроугъ;дроу́гъ;дроугь;
PoS;n.sg.;Bibelstellen;LK_2;Lukas 2.15;prn.;;ein_jeder;дроугъ;дроу́гъ;дроугь;
;n.sg.;Bibelstellen;LK_2;Lukas 2.15;prn.;;ein_jeder;дроугъ;дроу́гъ;дроугь;cls
;n.sg.;Bibelstellen;LK_2;Lukas 2.15;prn.;;ein_jeder;дроугъ;дроу́гъ;дроугь;gD
mrph;$;Bibelstellen;LK_2;Lukas 2.15;prp.;;zu;къ;къ;кь;
PoS;$;Bibelstellen;LK_2;Lukas 2.15;prp.;;zu;къ;къ;кь;
cls;$;Bibelstellen;LK_2;Lukas 2.15;prp.;$;zu;къ;къ;кь;
gD;$;Bibelstellen;LK_2;Lukas 2.15;prp.;$;zu;къ;къ;кь;
;d.sg.;Bibelstellen;LK_2;Lukas 2.15;prn.;;ein_jeder;дроугъ ;дроу́гоу ;дроугоу, ;std
mrph;d.sg.;Bibelstellen;LK_2;Lukas 2.15;prn.;;ein_jeder;дроугъ ;дроу́гоу ;дроугоу, ;
lm;d.sg.;Bibelstellen;LK_2;Lukas 2.15;prn.;;ein_jeder;дроугъ;дроу́гоу ;дроугоу, ;
PoS;d.sg.;Bibelstellen;LK_2;Lukas 2.15;prn.;;ein_jeder;дроугъ;дроу́гоу ;дроугоу, ;
;d.sg.;Bibelstellen;LK_2;Lukas 2.15;prn.;;ein_jeder;дроугъ;дроу́гоу ;дроугоу, ;cls
;d.sg.;Bibelstellen;LK_2;Lukas 2.15;prn.;;ein_jeder;дроугъ;дроу́гоу ;дроугоу, ;gD
mrph;2.pl.imp.;Bibelstellen;LK_2;Lukas 2.15;vb.;;weitergehen;прѣити;прѣидѣ́мъ;прѣидѣмъ;
PoS;2.pl.imp.;Bibelstellen;LK_2;Lukas 2.15;vb.;;weitergehen;прѣити;прѣидѣ́мъ;прѣидѣмъ;
;2.pl.imp.;Bibelstellen;LK_2;Lukas 2.15;vb.;;weitergehen;прѣити;прѣидѣ́мъ;прѣидѣмъ;cls
gD;2.pl.imp.;Bibelstellen;LK_2;Lukas 2.15;vb.;;weitergehen;прѣити;прѣидѣ́мъ;прѣидѣмъ;
mrph;$;Bibelstellen;LK_2;Lukas 2.15;int.;;also;оубо;оу́бо;оубо;
PoS;$;Bibelstellen;LK_2;Lukas 2.15;int.;;also;оубо;оу́бо;оубо;
cls;$;Bibelstellen;LK_2;Lukas 2.15;int.;$;also;оубо;оу́бо;оубо;
gD;$;Bibelstellen;LK_2;Lukas 2.15;int.;$;also;оубо;оу́бо;оубо;
mrph;$;Bibelstellen;LK_2;Lukas 2.15;prp.;;bis;до;до;до;
PoS;$;Bibelstellen;LK_2;Lukas 2.15;prp.;;bis;до;до;до;
cls;$;Bibelstellen;LK_2;Lukas 2.15;prp.;$;bis;до;до;до;
gD;$;Bibelstellen;LK_2;Lukas 2.15;prp.;$;bis;до;до;до;
;g.sg.;Bibelstellen;LK_2;Lukas 2.15;sm.npr.;;Bethlehem;Виѳлеемъ ;Виѳлее́ма ;віѳлеома, ;std
mrph;g.sg.;Bibelstellen;LK_2;Lukas 2.15;sm.npr.;;Bethlehem;Виѳлеемъ ;Виѳлее́ма ;віѳлеома, ;
lm;g.sg.;Bibelstellen;LK_2;Lukas 2.15;sm.npr.;;Bethlehem;Виѳлеемъ;Виѳлее́ма ;віѳлеома, ;
PoS;g.sg.;Bibelstellen;LK_2;Lukas 2.15;sm.npr.;;Bethlehem;Виѳлеемъ;Виѳлее́ма ;віѳлеома, ;
;g.sg.;Bibelstellen;LK_2;Lukas 2.15;sm.npr.;;Bethlehem;Виѳлеемъ;Виѳлее́ма ;віѳлеома, ;cls
gD;g.sg.;Bibelstellen;LK_2;Lukas 2.15;sm.npr.;;Bethlehem;Виѳлеемъ;Виѳлее́ма ;віѳлеома, ;
;$;Bibelstellen;LK_2;Lukas 2.15;cnj.;;und;и;и;и;mrph
PoS;$;Bibelstellen;LK_2;Lukas 2.15;prn.;;und;и;и;и;
cls;$;Bibelstellen;LK_2;Lukas 2.15;prn.;$;und;и;и;и;
;$;Bibelstellen;LK_2;Lukas 2.15;prn.;$;und;и;и;и;gD
mrph;2.pl.imp.;Bibelstellen;LK_2;Lukas 2.15;vb.;;sehen;видѣти;ви́димъ;відімъ;
PoS;2.pl.imp.;Bibelstellen;LK_2;Lukas 2.15;vb.im.;;sehen;видѣти;ви́димъ;відімъ;
cls;2.pl.imp.;Bibelstellen;LK_2;Lukas 2.15;vb.im.;a;sehen;видѣти;ви́димъ;відімъ;
gD;2.pl.imp.;Bibelstellen;LK_2;Lukas 2.15;vb.im.;a;sehen;видѣти;ви́димъ;відімъ;
mrph;a.sg.;Bibelstellen;LK_2;Lukas 2.15;sm.;;Wort;глаголъ;глаго́лъ;гль;
PoS;a.sg.;Bibelstellen;LK_2;Lukas 2.15;sm.;;Wort;глаголъ;глаго́лъ;гль;
cls;a.sg.;Bibelstellen;LK_2;Lukas 2.15;sm.;a;Wort;глаголъ;глаго́лъ;гль;
gD;a.sg.;Bibelstellen;LK_2;Lukas 2.15;sm.;a;Wort;глаголъ;глаго́лъ;гль;
;a.sg.m.;Bibelstellen;LK_2;Lukas 2.15;pron.;;diese(r,s);сь;сь;сь;mrph
PoS;a.sg.m.;Bibelstellen;LK_2;Lukas 2.15;pron.;;diese(r,s);сь;сь;сь;
cls;a.sg.m.;Bibelstellen;LK_2;Lukas 2.15;pron.;$;diese(r,s);сь;сь;сь;
gD;a.sg.m.;Bibelstellen;LK_2;Lukas 2.15;pron.;$;diese(r,s);сь;сь;сь;
;prc.prs.act.a.sg.m.em.;Bibelstellen;LK_2;Lukas 2.15;vb.;;sein;бꙑти ;бꙑ́въшьи ;бꙑвьшіи, ;std
mrph;prc.prs.act.a.sg.m.em.;Bibelstellen;LK_2;Lukas 2.15;vb.;;sein;бꙑти ;бꙑ́въшьи ;бꙑвьшіи, ;
lm;prc.prs.act.a.sg.m.em.;Bibelstellen;LK_2;Lukas 2.15;vb.;;sein;бꙑти;бꙑ́въшьи ;бꙑвьшіи, ;
PoS;prc.prs.act.a.sg.m.em.;Bibelstellen;LK_2;Lukas 2.15;vb.im.;;sein;бꙑти;бꙑ́въшьи ;бꙑвьшіи, ;
cls;prc.prs.act.a.sg.m.em.;Bibelstellen;LK_2;Lukas 2.15;vb.im.;a;sein;бꙑти;бꙑ́въшьи ;бꙑвьшіи, ;
gD;prc.prs.act.a.sg.m.em.;Bibelstellen;LK_2;Lukas 2.15;vb.im.;a;sein;бꙑти;бꙑ́въшьи ;бꙑвьшіи, ;
;g.sg.;Bibelstellen;LK_2;Lukas 2.15;prn.;;rel.prn.;и;ѥго́;+егоже;std
mrph;g.sg.;Bibelstellen;LK_2;Lukas 2.15;prn.;;rel.prn.;и;ѥго́;+егоже;
PoS;g.sg.;Bibelstellen;LK_2;Lukas 2.15;prn.;;rel.prn.;и;ѥго́;+егоже;
cls;g.sg.;Bibelstellen;LK_2;Lukas 2.15;prn.;$;rel.prn.;и;ѥго́;+егоже;
;g.sg.;Bibelstellen;LK_2;Lukas 2.15;prn.;$;rel.prn.;и;ѥго́;+егоже;gD
mrph;$;Bibelstellen;LK_2;Lukas 2.15;part.;;же;же;же;егоже;
PoS;$;Bibelstellen;LK_2;Lukas 2.15;part.;;же;же;же;егоже;
cls;$;Bibelstellen;LK_2;Lukas 2.15;part.;$;же;же;же;егоже;
std;n.sg.;Bibelstellen;LK_2;Lukas 2.15;sm.;;Herr;господь;го́сподь;гь;
mrph;n.sg.;Bibelstellen;LK_2;Lukas 2.15;sm.;;Herr;господь;го́сподь;гь;
PoS;n.sg.;Bibelstellen;LK_2;Lukas 2.15;sm.;;Herr;господь;го́сподь;гь;
cls;n.sg.;Bibelstellen;LK_2;Lukas 2.15;sm.;c;Herr;господь;го́сподь;гь;
gD;n.sg.;Bibelstellen;LK_2;Lukas 2.15;sm.;c;Herr;господь;го́сподь;гь;
mrph;3.sg.aor.;Bibelstellen;LK_2;Lukas 2.15;vb.;;sagen;съказати;съказа́;съказа;
PoS;3.sg.aor.;Bibelstellen;LK_2;Lukas 2.15;vb.;;sagen;съказати;съказа́;съказа;
;3.sg.aor.;Bibelstellen;LK_2;Lukas 2.15;vb.;;sagen;съказати;съказа́;съказа;cls
gD;3.sg.aor.;Bibelstellen;LK_2;Lukas 2.15;vb.;;sagen;съказати;съказа́;съказа;
;d.pl.;Bibelstellen;LK_2;Lukas 2.15;prn.;;ihr;вꙑ ;на́мъ ;нам, ;std
mrph;d.pl.;Bibelstellen;LK_2;Lukas 2.15;prn.;;ihr;вꙑ ;на́мъ ;нам, ;
lm;d.pl.;Bibelstellen;LK_2;Lukas 2.15;prn.;;ihr;вꙑ;на́мъ ;нам, ;
PoS;d.pl.;Bibelstellen;LK_2;Lukas 2.15;prn.;;ihr;вꙑ;на́мъ ;нам, ;
cls;d.pl.;Bibelstellen;LK_2;Lukas 2.15;prn.;$;ihr;вꙑ;на́мъ ;нам, ;
gD;d.pl.;Bibelstellen;LK_2;Lukas 2.15;prn.;$;ihr;вꙑ;на́мъ ;нам, ;
;$;Bibelstellen;LK_2;Lukas 2.16;cnj.;;und;и;и;и;mrph
PoS;$;Bibelstellen;LK_2;Lukas 2.16;prn.;;und;и;и;и;
cls;$;Bibelstellen;LK_2;Lukas 2.16;prn.;$;und;и;и;и;
;$;Bibelstellen;LK_2;Lukas 2.16;prn.;$;und;и;и;и;gD
mrph;3.pl.aor.;Bibelstellen;LK_2;Lukas 2.16;vb.;;weitergehen;прѣити;прѣи́дѫ;прѣидѫ;
PoS;3.pl.aor.;Bibelstellen;LK_2;Lukas 2.16;vb.;;weitergehen;прѣити;прѣи́дѫ;прѣидѫ;
;3.pl.aor.;Bibelstellen;LK_2;Lukas 2.16;vb.;;weitergehen;прѣити;прѣи́дѫ;прѣидѫ;cls
gD;3.pl.aor.;Bibelstellen;LK_2;Lukas 2.16;vb.;;weitergehen;прѣити;прѣи́дѫ;прѣидѫ;
mrph;prc.prt.act.n.pl.m.;Bibelstellen;LK_2;Lukas 2.16;vb.;;loseilen;подвигнѫти;подви́гъше;подвігьше;
PoS;prc.prt.act.n.pl.m.;Bibelstellen;LK_2;Lukas 2.16;vb.;;loseilen;подвигнѫти;подви́гъше;подвігьше;
;prc.prt.act.n.pl.m.;Bibelstellen;LK_2;Lukas 2.16;vb.;;loseilen;подвигнѫти;подви́гъше;подвігьше;cls
gD;prc.prt.act.n.pl.m.;Bibelstellen;LK_2;Lukas 2.16;vb.;;loseilen;подвигнѫти;подви́гъше;подвігьше;
;a.sg.;Bibelstellen;LK_2;Lukas 2.16;prn.;;refl.;сѧ ;сѧ ;сѧ, ;std
mrph;a.;Bibelstellen;LK_2;Lukas 2.16;prn.;;refl.;сѧ ;сѧ ;сѧ, ;
lm;a.;Bibelstellen;LK_2;Lukas 2.16;prn.;;refl.;сѧ;сѧ ;сѧ, ;
PoS;a.;Bibelstellen;LK_2;Lukas 2.16;prn.;;refl.;сѧ;сѧ ;сѧ, ;
cls;a.;Bibelstellen;LK_2;Lukas 2.16;prn.;$;refl.;сѧ;сѧ ;сѧ, ;
;$;Bibelstellen;LK_2;Lukas 2.16;cnj.;;und;и;и;и;mrph
PoS;$;Bibelstellen;LK_2;Lukas 2.16;prn.;;und;и;и;и;
cls;$;Bibelstellen;LK_2;Lukas 2.16;prn.;$;und;и;и;и;
;$;Bibelstellen;LK_2;Lukas 2.16;prn.;$;und;и;и;и;gD
mrph;3.pl.aor.;Bibelstellen;LK_2;Lukas 2.16;vb.;;finden;обрѣсти;обрѣ́тѫ;обрѣтѫ;
PoS;3.pl.aor.;Bibelstellen;LK_2;Lukas 2.16;vb.pf.;;finden;обрѣсти;обрѣ́тѫ;обрѣтѫ;
cls;3.pl.aor.;Bibelstellen;LK_2;Lukas 2.16;vb.pf.;a;finden;обрѣсти;обрѣ́тѫ;обрѣтѫ;
gD;3.pl.aor.;Bibelstellen;LK_2;Lukas 2.16;vb.pf.;a;finden;обрѣсти;обрѣ́тѫ;обрѣтѫ;
mrph;a.sg.;Bibelstellen;LK_2;Lukas 2.16;sf.npr.;;Maria;Мариꙗ;Мари́ѭ;маріѭ;
PoS;a.sg.;Bibelstellen;LK_2;Lukas 2.16;sf.npr.;;Maria;Мариꙗ;Мари́ѭ;маріѭ;
;a.sg.;Bibelstellen;LK_2;Lukas 2.16;sf.npr.;;Maria;Мариꙗ;Мари́ѭ;маріѭ;cls
gD;a.sg.;Bibelstellen;LK_2;Lukas 2.16;sf.npr.;;Maria;Мариꙗ;Мари́ѭ;маріѭ;
;$;Bibelstellen;LK_2;Lukas 2.16;cnj.;;und;и;и;и;mrph
PoS;$;Bibelstellen;LK_2;Lukas 2.16;prn.;;und;и;и;и;
cls;$;Bibelstellen;LK_2;Lukas 2.16;prn.;$;und;и;и;и;
;$;Bibelstellen;LK_2;Lukas 2.16;prn.;$;und;и;и;и;gD
;g.sg.;Bibelstellen;LK_2;Lukas 2.16;sm.npr.;;Joseph;Иосифъ ;Ио́сифа ;иосифа, ;std
mrph;g.sg.;Bibelstellen;LK_2;Lukas 2.16;sm.npr.;;Joseph;Иосифъ ;Ио́сифа ;иосифа, ;
lm;g.sg.;Bibelstellen;LK_2;Lukas 2.16;sm.npr.;;Joseph;Иосифъ;Ио́сифа ;иосифа, ;
PoS;g.sg.;Bibelstellen;LK_2;Lukas 2.16;sm.npr.;;Joseph;Иосифъ;Ио́сифа ;иосифа, ;
;g.sg.;Bibelstellen;LK_2;Lukas 2.16;sm.npr.;;Joseph;Иосифъ;Ио́сифа ;иосифа, ;cls
gD;g.sg.;Bibelstellen;LK_2;Lukas 2.16;sm.npr.;;Joseph;Иосифъ;Ио́сифа ;иосифа, ;
;$;Bibelstellen;LK_2;Lukas 2.16;cnj.;;und;и;и;и;mrph
PoS;$;Bibelstellen;LK_2;Lukas 2.16;prn.;;und;и;и;и;
cls;$;Bibelstellen;LK_2;Lukas 2.16;prn.;$;und;и;и;и;
;$;Bibelstellen;LK_2;Lukas 2.16;prn.;$;und;и;и;и;gD
mrph;a.sg.;Bibelstellen;LK_2;Lukas 2.16;sm.;;Kind;младьньць;младь́ньць;младьнець;
PoS;a.sg.;Bibelstellen;LK_2;Lukas 2.16;sm.;;Kind;младьньць;младь́ньць;младьнець;
;a.sg.;Bibelstellen;LK_2;Lukas 2.16;sm.;;Kind;младьньць;младь́ньць;младьнець;cls
gD;a.sg.;Bibelstellen;LK_2;Lukas 2.16;sm.;;Kind;младьньць;младь́ньць;младьнець;
mrph;prc.prs.act.a.sg.m.;Bibelstellen;LK_2;Lukas 2.16;vb.;;liegen;лежати;лежѧ́щь;лежѧшть;
PoS;prc.prs.act.a.sg.m.;Bibelstellen;LK_2;Lukas 2.16;vb.;;liegen;лежати;лежѧ́щь;лежѧшть;
;prc.prs.act.a.sg.m.;Bibelstellen;LK_2;Lukas 2.16;vb.;;liegen;лежати;лежѧ́щь;лежѧшть;cls
gD;prc.prs.act.a.sg.m.;Bibelstellen;LK_2;Lukas 2.16;vb.;;liegen;лежати;лежѧ́щь;лежѧшть;
mrph;$;Bibelstellen;LK_2;Lukas 2.16;prp.;;in;въ;въ;вь;
PoS;$;Bibelstellen;LK_2;Lukas 2.16;prp.;;in;въ;въ;вь;
cls;$;Bibelstellen;LK_2;Lukas 2.16;prp.;$;in;въ;въ;вь;
gD;$;Bibelstellen;LK_2;Lukas 2.16;prp.;$;in;въ;въ;вь;
