fixed;mrph;fName;id;ref;PoS;cls;gD;lm;std;tx;tofix
gD;prc.prt.act.n.sg.m.;Bibelstellen;JH_20;Johannes 20.20 (As);vb.pf.;c;reden;рещи;ре́къ;рекь;
mrph;3.sg.aor.;Bibelstellen;JH_20;Johannes 20.20 (As);vb.pf.;;zeigen;показати;показа́;показа;
PoS;3.sg.aor.;Bibelstellen;JH_20;Johannes 20.20 (As);vb.pf.;;zeigen;показати;показа́;показа;
;3.sg.aor.;Bibelstellen;JH_20;Johannes 20.20 (As);vb.pf.;;zeigen;показати;показа́;показа;cls
gD;3.sg.aor.;Bibelstellen;JH_20;Johannes 20.20 (As);vb.pf.;;zeigen;показати;показа́;показа;
std;d.pl.m.;Bibelstellen;JH_20;Johannes 20.20 (As);prn.;;er,sie,es;и ;и́мъ;имъ ;
mrph;d.pl.m.;Bibelstellen;JH_20;Johannes 20.20 (As);prn.;;er,sie,es;и ;и́мъ;имъ ;
lm;d.pl.m.;Bibelstellen;JH_20;Johannes 20.20 (As);prn.;;er,sie,es;и;и́мъ;имъ ;
PoS;d.pl.m.;Bibelstellen;JH_20;Johannes 20.20 (As);prn.;;er,sie,es;и;и́мъ;имъ ;
cls;d.pl.m.;Bibelstellen;JH_20;Johannes 20.20 (As);prn.;$;er,sie,es;и;и́мъ;имъ ;
mrph;a.du.;Bibelstellen;JH_20;Johannes 20.20 (As);sf.;;Hand;рѫка;рѫ́цѣ;рѫцѣ;
PoS;a.du.;Bibelstellen;JH_20;Johannes 20.20 (As);sf.;;Hand;рѫка;рѫ́цѣ;рѫцѣ;
cls;a.du.;Bibelstellen;JH_20;Johannes 20.20 (As);sf.;c;Hand;рѫка;рѫ́цѣ;рѫцѣ;
;$;Bibelstellen;JH_20;Johannes 20.20 (As);cnj.;;und;и;и;и;mrph
PoS;$;Bibelstellen;JH_20;Johannes 20.20 (As);prn.;;und;и;и;и;
cls;$;Bibelstellen;JH_20;Johannes 20.20 (As);prn.;$;und;и;и;и;
;$;Bibelstellen;JH_20;Johannes 20.20 (As);prn.;$;und;и;и;и;gD
mrph;a.du.;Bibelstellen;JH_20;Johannes 20.20 (As);sf.;;Bein,Fuß;нога;но́ꙃѣ;ноꙃѣ;
PoS;a.du.;Bibelstellen;JH_20;Johannes 20.20 (As);sf.;;Bein,Fuß;нога;но́ꙃѣ;ноꙃѣ;
cls;a.du.;Bibelstellen;JH_20;Johannes 20.20 (As);sf.;c;Bein,Fuß;нога;но́ꙃѣ;ноꙃѣ;
gD;a.du.;Bibelstellen;JH_20;Johannes 20.20 (As);sf.;c;Bein,Fuß;нога;но́ꙃѣ;ноꙃѣ;
;$;Bibelstellen;JH_20;Johannes 20.20 (As);cnj.;;und;и;и;и;mrph
PoS;$;Bibelstellen;JH_20;Johannes 20.20 (As);prn.;;und;и;и;и;
cls;$;Bibelstellen;JH_20;Johannes 20.20 (As);prn.;$;und;и;и;и;
;$;Bibelstellen;JH_20;Johannes 20.20 (As);prn.;$;und;и;и;и;gD
mrph;a.pl.;Bibelstellen;JH_20;Johannes 20.20 (As);sn.;;Rippe;ребро;ребра́;ребра;
PoS;a.pl.;Bibelstellen;JH_20;Johannes 20.20 (As);sn.;;Rippe;ребро;ребра́;ребра;
;a.pl.;Bibelstellen;JH_20;Johannes 20.20 (As);sn.;;Rippe;ребро;ребра́;ребра;cls
gD;a.pl.;Bibelstellen;JH_20;Johannes 20.20 (As);sn.;;Rippe;ребро;ребра́;ребра;
;a.pl.n.;Bibelstellen;JH_20;Johannes 20.20 (As);prn.;;sein,eigene(r,s);свои ;своꙗ́ ;своѣ, ;std
mrph;a.pl.n.;Bibelstellen;JH_20;Johannes 20.20 (As);prn.;;sein,eigene(r,s);свои ;своꙗ́ ;своѣ, ;
lm;a.pl.n.;Bibelstellen;JH_20;Johannes 20.20 (As);prn.;;sein,eigene(r,s);свои;своꙗ́ ;своѣ, ;
PoS;a.pl.n.;Bibelstellen;JH_20;Johannes 20.20 (As);prn.;;sein,eigene(r,s);свои;своꙗ́ ;своѣ, ;
cls;a.pl.n.;Bibelstellen;JH_20;Johannes 20.20 (As);prn.;$;sein,eigene(r,s);свои;своꙗ́ ;своѣ, ;
gD;a.pl.n.;Bibelstellen;JH_20;Johannes 20.20 (As);prn.;$;sein,eigene(r,s);свои;своꙗ́ ;своѣ, ;
mrph;3.pl.aor.;Bibelstellen;JH_20;Johannes 20.20 (As);vb.pf.;;sich freuen;възра́довати;въздра́довашѧ;въздрадовашѧ;
PoS;3.pl.aor.;Bibelstellen;JH_20;Johannes 20.20 (As);vb.pf.;;sich freuen;възра́довати;въздра́довашѧ;въздрадовашѧ;
;3.pl.aor.;Bibelstellen;JH_20;Johannes 20.20 (As);vb.pf.;;sich freuen;възра́довати;въздра́довашѧ;въздрадовашѧ;cls
gD;3.pl.aor.;Bibelstellen;JH_20;Johannes 20.20 (As);vb.pf.;;sich freuen;възра́довати;въздра́довашѧ;въздрадовашѧ;
mrph;$;Bibelstellen;JH_20;Johannes 20.20 (As);part.;;δὲ;же;же;же;
PoS;$;Bibelstellen;JH_20;Johannes 20.20 (As);part.;;δὲ;же;же;же;
cls;$;Bibelstellen;JH_20;Johannes 20.20 (As);part.;$;δὲ;же;же;же;
;$;Bibelstellen;JH_20;Johannes 20.20 (As);part.;$;δὲ;же;же;же;gD
mrph;a.;Bibelstellen;JH_20;Johannes 20.20 (As);prn.;;med.;сѧ;сѧ;сѧ;
PoS;a.;Bibelstellen;JH_20;Johannes 20.20 (As);prn.;;med.;сѧ;сѧ;сѧ;
cls;a.;Bibelstellen;JH_20;Johannes 20.20 (As);prn.;$;med.;сѧ;сѧ;сѧ;
;n.pl.;Bibelstellen;JH_20;Johannes 20.20 (As);sm.;;Schüler;оученикъ;оученици́;оученици;mrph
;n.pl.;Bibelstellen;JH_20;Johannes 20.20 (As);sm.;;Schüler;оученикъ;оученици́;оученици;lm
PoS;n.pl.;Bibelstellen;JH_20;Johannes 20.20 (As);sm.;;Schüler;оученикъ;оученици́;оученици;
;n.pl.;Bibelstellen;JH_20;Johannes 20.20 (As);sm.;;Schüler;оученикъ;оученици́;оученици;cls
gD;n.pl.;Bibelstellen;JH_20;Johannes 20.20 (As);sm.;;Schüler;оученикъ;оученици́;оученици;
mrph;prc.prt.act.n.pl.m.;Bibelstellen;JH_20;Johannes 20.20 (As);vb.;;sehen;видѣти;ви́дѣвъше;відѣвъше;
PoS;prc.prt.act.n.pl.m.;Bibelstellen;JH_20;Johannes 20.20 (As);vb.im.;;sehen;видѣти;ви́дѣвъше;відѣвъше;
cls;prc.prt.act.n.pl.m.;Bibelstellen;JH_20;Johannes 20.20 (As);vb.im.;a;sehen;видѣти;ви́дѣвъше;відѣвъше;
gD;prc.prt.act.n.pl.m.;Bibelstellen;JH_20;Johannes 20.20 (As);vb.im.;a;sehen;видѣти;ви́дѣвъше;відѣвъше;
;a.sg.;Bibelstellen;JH_20;Johannes 20.20 (As);sm.;;Herr;господь ;госпо́да ;г҃а҃, ;std
;a.sg.;Bibelstellen;JH_20;Johannes 20.20 (As);sm.;;Herr;господь ;госпо́да ;г҃а҃, ;mrph
;a.sg.;Bibelstellen;JH_20;Johannes 20.20 (As);sm.;;Herr;господь ;госпо́да ;г҃а҃, ;lm
PoS;a.sg.;Bibelstellen;JH_20;Johannes 20.20 (As);sm.;;Herr;господь ;госпо́да ;г҃а҃, ;
cls;a.sg.;Bibelstellen;JH_20;Johannes 20.20 (As);sm.;c;Herr;господь ;госпо́да ;г҃а҃, ;
gD;a.sg.;Bibelstellen;JH_20;Johannes 20.20 (As);sm.;c;Herr;господь ;госпо́да ;г҃а҃, ;
mrph;3.sg.aor.;Bibelstellen;JH_20;Johannes 20.21 (As);vb.;;reden;рещи;ре́че;рече;
PoS;3.sg.aor.;Bibelstellen;JH_20;Johannes 20.21 (As);vb.pf.;;reden;рещи;ре́че;рече;
cls;3.sg.aor.;Bibelstellen;JH_20;Johannes 20.21 (As);vb.pf.;c;reden;рещи;ре́че;рече;
gD;3.sg.aor.;Bibelstellen;JH_20;Johannes 20.21 (As);vb.pf.;c;reden;рещи;ре́че;рече;
mrph;$;Bibelstellen;JH_20;Johannes 20.21 (As);part.;;δὲ;же;же;же;
PoS;$;Bibelstellen;JH_20;Johannes 20.21 (As);part.;;δὲ;же;же;же;
cls;$;Bibelstellen;JH_20;Johannes 20.21 (As);part.;$;δὲ;же;же;же;
;$;Bibelstellen;JH_20;Johannes 20.21 (As);part.;$;δὲ;же;же;же;gD
mrph;d.pl.m.;Bibelstellen;JH_20;Johannes 20.21 (As);prn.;;er,sie,es;и;и́мъ;имъ;
PoS;d.pl.m.;Bibelstellen;JH_20;Johannes 20.21 (As);prn.;;er,sie,es;и;и́мъ;имъ;
cls;d.pl.m.;Bibelstellen;JH_20;Johannes 20.21 (As);prn.;$;er,sie,es;и;и́мъ;имъ;
mrph;$;Bibelstellen;JH_20;Johannes 20.21 (As);adv.;;wieder;пакꙑ;па́кꙑ;пакъи;
PoS;$;Bibelstellen;JH_20;Johannes 20.21 (As);adv.;;wieder;пакꙑ;па́кꙑ;пакъи;
cls;$;Bibelstellen;JH_20;Johannes 20.21 (As);adv.;$;wieder;пакꙑ;па́кꙑ;пакъи;
gD;$;Bibelstellen;JH_20;Johannes 20.21 (As);adv.;$;wieder;пакꙑ;па́кꙑ;пакъи;
;a.sg.;Bibelstellen;JH_20;Johannes 20.21 (As);sm.;;Friede;миръ;ми́ръ;міръ;mrph
PoS;a.sg.;Bibelstellen;JH_20;Johannes 20.21 (As);sm.;;Friede;миръ;ми́ръ;міръ;
cls;a.sg.;Bibelstellen;JH_20;Johannes 20.21 (As);sm.;c;Friede;миръ;ми́ръ;міръ;
;d.pl.;Bibelstellen;JH_20;Johannes 20.21 (As);prn.;;ihr;вꙑ ;ва́мъ ;вамъ, ;std
mrph;d.pl.;Bibelstellen;JH_20;Johannes 20.21 (As);prn.;;ihr;вꙑ ;ва́мъ ;вамъ, ;
lm;d.pl.;Bibelstellen;JH_20;Johannes 20.21 (As);prn.;;ihr;вꙑ;ва́мъ ;вамъ, ;
PoS;d.pl.;Bibelstellen;JH_20;Johannes 20.21 (As);prn.;;ihr;вꙑ;ва́мъ ;вамъ, ;
cls;d.pl.;Bibelstellen;JH_20;Johannes 20.21 (As);prn.;$;ihr;вꙑ;ва́мъ ;вамъ, ;
gD;d.pl.;Bibelstellen;JH_20;Johannes 20.21 (As);prn.;$;ihr;вꙑ;ва́мъ ;вамъ, ;
mrph;$;Bibelstellen;JH_20;Johannes 20.21 (As);adv.;;wie;ꙗко;ꙗ́ко;ѣко;
PoS;$;Bibelstellen;JH_20;Johannes 20.21 (As);adv.;;wie;ꙗко;ꙗ́ко;ѣко;
cls;$;Bibelstellen;JH_20;Johannes 20.21 (As);adv.;$;wie;ꙗко;ꙗ́ко;ѣко;
mrph;$;Bibelstellen;JH_20;Johannes 20.21 (As);part.;;же;же;же;же;
PoS;$;Bibelstellen;JH_20;Johannes 20.21 (As);part.;;же;же;же;же;
cls;$;Bibelstellen;JH_20;Johannes 20.21 (As);part.;$;же;же;же;же;
mrph;3.sg.aor.;Bibelstellen;JH_20;Johannes 20.21 (As);vb.pf.;;schicken;посълати;посъла́;посъла;
PoS;3.sg.aor.;Bibelstellen;JH_20;Johannes 20.21 (As);vb.pf.;;schicken;посълати;посъла́;посъла;
cls;3.sg.aor.;Bibelstellen;JH_20;Johannes 20.21 (As);vb.pf.;b;schicken;посълати;посъла́;посъла;
gD;3.sg.aor.;Bibelstellen;JH_20;Johannes 20.21 (As);vb.pf.;b;schicken;посълати;посъла́;посъла;
mrph;a.sg.;Bibelstellen;JH_20;Johannes 20.21 (As);prn.;;ich;азъ;мѧ;мѧ;
PoS;a.sg.;Bibelstellen;JH_20;Johannes 20.21 (As);prn.;;ich;азъ;мѧ;мѧ;
cls;a.sg.;Bibelstellen;JH_20;Johannes 20.21 (As);prn.;$;ich;азъ;мѧ;мѧ;
gD;a.sg.;Bibelstellen;JH_20;Johannes 20.21 (As);prn.;$;ich;азъ;мѧ;мѧ;
;n.sg.;Bibelstellen;JH_20;Johannes 20.21 (As);sm.;;Vater;отьць ;оть́ць ;о҃ц҃ь, ;std
mrph;n.sg.;Bibelstellen;JH_20;Johannes 20.21 (As);sm.;;Vater;отьць ;оть́ць ;о҃ц҃ь, ;
lm;n.sg.;Bibelstellen;JH_20;Johannes 20.21 (As);sm.;;Vater;отьць;оть́ць ;о҃ц҃ь, ;
PoS;n.sg.;Bibelstellen;JH_20;Johannes 20.21 (As);sm.;;Vater;отьць;оть́ць ;о҃ц҃ь, ;
cls;n.sg.;Bibelstellen;JH_20;Johannes 20.21 (As);sm.;b;Vater;отьць;оть́ць ;о҃ц҃ь, ;
gD;n.sg.;Bibelstellen;JH_20;Johannes 20.21 (As);sm.;b;Vater;отьць;оть́ць ;о҃ц҃ь, ;
;$;Bibelstellen;JH_20;Johannes 20.21 (As);cnj.;;und;и;и;и;mrph
PoS;$;Bibelstellen;JH_20;Johannes 20.21 (As);prn.;;und;и;и;и;
cls;$;Bibelstellen;JH_20;Johannes 20.21 (As);prn.;$;und;и;и;и;
;$;Bibelstellen;JH_20;Johannes 20.21 (As);prn.;$;und;и;и;и;gD
mrph;n.sg.;Bibelstellen;JH_20;Johannes 20.21 (As);prn.;;ich;азъ;а́зъ;азь;
PoS;n.sg.;Bibelstellen;JH_20;Johannes 20.21 (As);prn.;;ich;азъ;а́зъ;азь;
cls;n.sg.;Bibelstellen;JH_20;Johannes 20.21 (As);prn.;$;ich;азъ;а́зъ;азь;
gD;n.sg.;Bibelstellen;JH_20;Johannes 20.21 (As);prn.;$;ich;азъ;а́зъ;азь;
mrph;1.sg.prs.;Bibelstellen;JH_20;Johannes 20.21 (As);vb.im.;;schicken;сълати;съл҄ѭ́;сьлѭ;
PoS;1.sg.prs.;Bibelstellen;JH_20;Johannes 20.21 (As);vb.im.;;schicken;сълати;съл҄ѭ́;сьлѭ;
cls;1.sg.prs.;Bibelstellen;JH_20;Johannes 20.21 (As);vb.im.;c;schicken;сълати;съл҄ѭ́;сьлѭ;
gD;1.sg.prs.;Bibelstellen;JH_20;Johannes 20.21 (As);vb.im.;c;schicken;сълати;съл҄ѭ́;сьлѭ;
;a.pl.;Bibelstellen;JH_20;Johannes 20.21 (As);prn.;;ihr;вꙑ ;вꙑ ;въи, ;std
mrph;a.pl.;Bibelstellen;JH_20;Johannes 20.21 (As);prn.;;ihr;вꙑ ;вꙑ ;въи, ;
lm;a.pl.;Bibelstellen;JH_20;Johannes 20.21 (As);prn.;;ihr;вꙑ;вꙑ ;въи, ;
PoS;a.pl.;Bibelstellen;JH_20;Johannes 20.21 (As);prn.;;ihr;вꙑ;вꙑ ;въи, ;
cls;a.pl.;Bibelstellen;JH_20;Johannes 20.21 (As);prn.;$;ihr;вꙑ;вꙑ ;въи, ;
gD;a.pl.;Bibelstellen;JH_20;Johannes 20.21 (As);prn.;$;ihr;вꙑ;вꙑ ;въи, ;
;$;Bibelstellen;JH_20;Johannes 20.22 (As);cnj.;;und;и;и;и;mrph
PoS;$;Bibelstellen;JH_20;Johannes 20.22 (As);prn.;;und;и;и;и;
cls;$;Bibelstellen;JH_20;Johannes 20.22 (As);prn.;$;und;и;и;и;
;$;Bibelstellen;JH_20;Johannes 20.22 (As);prn.;$;und;и;и;и;gD
;a.sg.n.;Bibelstellen;JH_20;Johannes 20.22 (As);pron.;;diese(r,s);сь;се;се;mrph
PoS;a.sg.n.;Bibelstellen;JH_20;Johannes 20.22 (As);pron.;;diese(r,s);сь;се;се;
cls;a.sg.n.;Bibelstellen;JH_20;Johannes 20.22 (As);pron.;$;diese(r,s);сь;се;се;
gD;a.sg.n.;Bibelstellen;JH_20;Johannes 20.22 (As);pron.;$;diese(r,s);сь;се;се;
mrph;prc.prt.act.n.sg.m.;Bibelstellen;JH_20;Johannes 20.22 (As);vb.;;reden;рещи;ре́къ;рекъ;
PoS;prc.prt.act.n.sg.m.;Bibelstellen;JH_20;Johannes 20.22 (As);vb.pf.;;reden;рещи;ре́къ;рекъ;
cls;prc.prt.act.n.sg.m.;Bibelstellen;JH_20;Johannes 20.22 (As);vb.pf.;c;reden;рещи;ре́къ;рекъ;
gD;prc.prt.act.n.sg.m.;Bibelstellen;JH_20;Johannes 20.22 (As);vb.pf.;c;reden;рещи;ре́къ;рекъ;
std;3.sg.aor.;Bibelstellen;JH_20;Johannes 20.22 (As);vb.pf.;;hauchen;доунѫти ;доу́нѫ;доунѫ ;
mrph;3.sg.aor.;Bibelstellen;JH_20;Johannes 20.22 (As);vb.pf.;;hauchen;доунѫти ;доу́нѫ;доунѫ ;
lm;3.sg.aor.;Bibelstellen;JH_20;Johannes 20.22 (As);vb.pf.;;hauchen;доунѫти;доу́нѫ;доунѫ ;
PoS;3.sg.aor.;Bibelstellen;JH_20;Johannes 20.22 (As);vb.pf.;;hauchen;доунѫти;доу́нѫ;доунѫ ;
;3.sg.aor.;Bibelstellen;JH_20;Johannes 20.22 (As);vb.pf.;;hauchen;доунѫти;доу́нѫ;доунѫ ;cls
gD;3.sg.aor.;Bibelstellen;JH_20;Johannes 20.22 (As);vb.pf.;;hauchen;доунѫти;доу́нѫ;доунѫ ;
;$;Bibelstellen;JH_20;Johannes 20.22 (As);cnj.;;und;и;и;и;mrph
PoS;$;Bibelstellen;JH_20;Johannes 20.22 (As);prn.;;und;и;и;и;
cls;$;Bibelstellen;JH_20;Johannes 20.22 (As);prn.;$;und;и;и;и;
;$;Bibelstellen;JH_20;Johannes 20.22 (As);prn.;$;und;и;и;и;gD
mrph;3.sg.aor.;Bibelstellen;JH_20;Johannes 20.22 (As);vb.;;sprechen;глаголати;глаго́ла;г҃л҃а;
PoS;3.sg.aor.;Bibelstellen;JH_20;Johannes 20.22 (As);vb.;;sprechen;глаголати;глаго́ла;г҃л҃а;
cls;3.sg.aor.;Bibelstellen;JH_20;Johannes 20.22 (As);vb.;a;sprechen;глаголати;глаго́ла;г҃л҃а;
gD;3.sg.aor.;Bibelstellen;JH_20;Johannes 20.22 (As);vb.;a;sprechen;глаголати;глаго́ла;г҃л҃а;
mrph;d.pl.m.;Bibelstellen;JH_20;Johannes 20.22 (As);prn.;;er,sie,es;и;и́мъ;имъ;
PoS;d.pl.m.;Bibelstellen;JH_20;Johannes 20.22 (As);prn.;;er,sie,es;и;и́мъ;имъ;
cls;d.pl.m.;Bibelstellen;JH_20;Johannes 20.22 (As);prn.;$;er,sie,es;и;и́мъ;имъ;
mrph;2.pl.imp.;Bibelstellen;JH_20;Johannes 20.22 (As);vb.pf.;;empfangen;приѩ́ти;приимѣ́те;приимѣте;
lm;2.pl.imp.;Bibelstellen;JH_20;Johannes 20.22 (As);vb.pf.;;empfangen;приѩти;приимѣ́те;приимѣте;
PoS;2.pl.imp.;Bibelstellen;JH_20;Johannes 20.22 (As);vb.pf.;;empfangen;приѩти;приимѣ́те;приимѣте;
cls;2.pl.imp.;Bibelstellen;JH_20;Johannes 20.22 (As);vb.pf.;b;empfangen;приѩти;приимѣ́те;приимѣте;
gD;2.pl.imp.;Bibelstellen;JH_20;Johannes 20.22 (As);vb.pf.;b;empfangen;приѩти;приимѣ́те;приимѣте;
mrph;a.sg.;Bibelstellen;JH_20;Johannes 20.22 (As);sm.;;Geist;доухъ;доу́хъ;д҃х҃ъ҃;
PoS;a.sg.;Bibelstellen;JH_20;Johannes 20.22 (As);sm.;;Geist;доухъ;доу́хъ;д҃х҃ъ҃;
cls;a.sg.;Bibelstellen;JH_20;Johannes 20.22 (As);sm.;c;Geist;доухъ;доу́хъ;д҃х҃ъ҃;
gD;a.sg.;Bibelstellen;JH_20;Johannes 20.22 (As);sm.;c;Geist;доухъ;доу́хъ;д҃х҃ъ҃;
;a.sg.m.;Bibelstellen;JH_20;Johannes 20.22 (As);adj.;;heilig;свѧтъ ;свѧ́тъ ;с҃т҃ь, ;std
mrph;a.sg.m.;Bibelstellen;JH_20;Johannes 20.22 (As);adj.;;heilig;свѧтъ ;свѧ́тъ ;с҃т҃ь, ;
lm;a.sg.m.;Bibelstellen;JH_20;Johannes 20.22 (As);adj.;;heilig;свѧтъ;свѧ́тъ ;с҃т҃ь, ;
PoS;a.sg.m.;Bibelstellen;JH_20;Johannes 20.22 (As);adj.;;heilig;свѧтъ;свѧ́тъ ;с҃т҃ь, ;
cls;a.sg.m.;Bibelstellen;JH_20;Johannes 20.22 (As);adj.;c;heilig;свѧтъ;свѧ́тъ ;с҃т҃ь, ;
gD;a.sg.m.;Bibelstellen;JH_20;Johannes 20.22 (As);adj.;c;heilig;свѧтъ;свѧ́тъ ;с҃т҃ь, ;
;$;Bibelstellen;JH_20;Johannes 20.23 (As);cnj.;;und;и;и;и;mrph
PoS;$;Bibelstellen;JH_20;Johannes 20.23 (As);prn.;;und;и;и;и;
cls;$;Bibelstellen;JH_20;Johannes 20.23 (As);prn.;$;und;и;и;и;
;$;Bibelstellen;JH_20;Johannes 20.23 (As);prn.;$;und;и;и;и;gD
;d.pl.m.;Bibelstellen;JH_20;Johannes 20.23 (As);prn.;;rel.prn.;и;и́мъ;+имьже;std
mrph;d.pl.m.;Bibelstellen;JH_20;Johannes 20.23 (As);prn.;;rel.prn.;и;и́мъ;+имьже;
PoS;d.pl.m.;Bibelstellen;JH_20;Johannes 20.23 (As);prn.;;rel.prn.;и;и́мъ;+имьже;
cls;d.pl.m.;Bibelstellen;JH_20;Johannes 20.23 (As);prn.;$;rel.prn.;и;и́мъ;+имьже;
;d.pl.m.;Bibelstellen;JH_20;Johannes 20.23 (As);prn.;$;rel.prn.;и;и́мъ;+имьже;gD
mrph;$;Bibelstellen;JH_20;Johannes 20.23 (As);part.;;же;же;же;имьже;
PoS;$;Bibelstellen;JH_20;Johannes 20.23 (As);part.;;же;же;же;имьже;
cls;$;Bibelstellen;JH_20;Johannes 20.23 (As);part.;$;же;же;же;имьже;
mrph;2.pl.prs.;Bibelstellen;JH_20;Johannes 20.23 (As);vb.pf.;;vergeben;отъпоустити;отъпоу́стите;оⷮпоустіте;
PoS;2.pl.prs.;Bibelstellen;JH_20;Johannes 20.23 (As);vb.pf.;;vergeben;отъпоустити;отъпоу́стите;оⷮпоустіте;
cls;2.pl.prs.;Bibelstellen;JH_20;Johannes 20.23 (As);vb.pf.;c;vergeben;отъпоустити;отъпоу́стите;оⷮпоустіте;
gD;2.pl.prs.;Bibelstellen;JH_20;Johannes 20.23 (As);vb.pf.;c;entlassen;отъпоустити;отъпоу́стите;оⷮпоустіте;
std;a.pl.;Bibelstellen;JH_20;Johannes 20.23 (As);sm.;;Sünde;грѣхъ ;грѣхꙑ́;грѣхꙑ ;
mrph;a.pl.;Bibelstellen;JH_20;Johannes 20.23 (As);sm.;;Sünde;грѣхъ ;грѣхꙑ́;грѣхꙑ ;
lm;a.pl.;Bibelstellen;JH_20;Johannes 20.23 (As);sm.;;Sünde;грѣхъ;грѣхꙑ́;грѣхꙑ ;
PoS;a.pl.;Bibelstellen;JH_20;Johannes 20.23 (As);sm.;;Sünde;грѣхъ;грѣхꙑ́;грѣхꙑ ;
cls;a.pl.;Bibelstellen;JH_20;Johannes 20.23 (As);sm.;b;Sünde;грѣхъ;грѣхꙑ́;грѣхꙑ ;
gD;a.pl.;Bibelstellen;JH_20;Johannes 20.23 (As);sm.;b;Sünde;грѣхъ;грѣхꙑ́;грѣхꙑ ;
mrph;3.pl.prs.;Bibelstellen;JH_20;Johannes 20.23 (As);vb.pf.;;vergeben;отъпоустити;отъпоу́стѧтъ;оⷮпоустѧтъ;
PoS;3.pl.prs.;Bibelstellen;JH_20;Johannes 20.23 (As);vb.pf.;;vergeben;отъпоустити;отъпоу́стѧтъ;оⷮпоустѧтъ;
cls;3.pl.prs.;Bibelstellen;JH_20;Johannes 20.23 (As);vb.pf.;c;vergeben;отъпоустити;отъпоу́стѧтъ;оⷮпоустѧтъ;
gD;3.pl.prs.;Bibelstellen;JH_20;Johannes 20.23 (As);vb.pf.;c;entlassen;отъпоустити;отъпоу́стѧтъ;оⷮпоустѧтъ;
mrph;a.;Bibelstellen;JH_20;Johannes 20.23 (As);prn.;;pass.;сѧ;сѧ;сѧ;
PoS;a.;Bibelstellen;JH_20;Johannes 20.23 (As);prn.;;pass.;сѧ;сѧ;сѧ;
cls;a.;Bibelstellen;JH_20;Johannes 20.23 (As);prn.;$;pass.;сѧ;сѧ;сѧ;
;a.;Bibelstellen;JH_20;Johannes 20.23 (As);prn.;$;pass.;сѧ;сѧ;сѧ;gD
;d.pl.m.;Bibelstellen;JH_20;Johannes 20.23 (As);prn.;;er,sie,es;и ;и́мъ ;имъ. ;std
mrph;d.pl.m.;Bibelstellen;JH_20;Johannes 20.23 (As);prn.;;er,sie,es;и ;и́мъ ;имъ. ;
lm;d.pl.m.;Bibelstellen;JH_20;Johannes 20.23 (As);prn.;;er,sie,es;и;и́мъ ;имъ. ;
PoS;d.pl.m.;Bibelstellen;JH_20;Johannes 20.23 (As);prn.;;er,sie,es;и;и́мъ ;имъ. ;
cls;d.pl.m.;Bibelstellen;JH_20;Johannes 20.23 (As);prn.;$;er,sie,es;и;и́мъ ;имъ. ;
;$;Bibelstellen;JH_20;Johannes 20.23 (As);cnj.;;und;и;и;и;mrph
PoS;$;Bibelstellen;JH_20;Johannes 20.23 (As);prn.;;und;и;и;и;
cls;$;Bibelstellen;JH_20;Johannes 20.23 (As);prn.;$;und;и;и;и;
;$;Bibelstellen;JH_20;Johannes 20.23 (As);prn.;$;und;и;и;и;gD
;d.pl.m.;Bibelstellen;JH_20;Johannes 20.23 (As);prn.;;rel.prn.;и;и́мъ;+имъже;std
mrph;d.pl.m.;Bibelstellen;JH_20;Johannes 20.23 (As);prn.;;rel.prn.;и;и́мъ;+имъже;
PoS;d.pl.m.;Bibelstellen;JH_20;Johannes 20.23 (As);prn.;;rel.prn.;и;и́мъ;+имъже;
cls;d.pl.m.;Bibelstellen;JH_20;Johannes 20.23 (As);prn.;$;rel.prn.;и;и́мъ;+имъже;
;d.pl.m.;Bibelstellen;JH_20;Johannes 20.23 (As);prn.;$;rel.prn.;и;и́мъ;+имъже;gD
mrph;$;Bibelstellen;JH_20;Johannes 20.23 (As);part.;;же;же;же;имъже;
PoS;$;Bibelstellen;JH_20;Johannes 20.23 (As);part.;;же;же;же;имъже;
cls;$;Bibelstellen;JH_20;Johannes 20.23 (As);part.;$;же;же;же;имъже;
mrph;2.pl.prs.;Bibelstellen;JH_20;Johannes 20.23 (As);vb.im.;;halten;дрьжати;дрьжи́те;дръжіте;
PoS;2.pl.prs.;Bibelstellen;JH_20;Johannes 20.23 (As);vb.im.;;halten;дрьжати;дрьжи́те;дръжіте;
cls;2.pl.prs.;Bibelstellen;JH_20;Johannes 20.23 (As);vb.im.;b;halten;дрьжати;дрьжи́те;дръжіте;
gD;2.pl.prs.;Bibelstellen;JH_20;Johannes 20.23 (As);vb.im.;b;halten;дрьжати;дрьжи́те;дръжіте;
mrph;3.pl.prs.;Bibelstellen;JH_20;Johannes 20.23 (As);vb.im.;;halten;дрьжати;дрь́жѧтъ;дръжѧтъ;
PoS;3.pl.prs.;Bibelstellen;JH_20;Johannes 20.23 (As);vb.im.;;halten;дрьжати;дрь́жѧтъ;дръжѧтъ;
cls;3.pl.prs.;Bibelstellen;JH_20;Johannes 20.23 (As);vb.im.;b;halten;дрьжати;дрь́жѧтъ;дръжѧтъ;
gD;3.pl.prs.;Bibelstellen;JH_20;Johannes 20.23 (As);vb.im.;b;halten;дрьжати;дрь́жѧтъ;дръжѧтъ;
mrph;a.;Bibelstellen;JH_20;Johannes 20.23 (As);prn.;;pass.;сѧ;сѧ;сѧ;
